date,year,month,tavg
2022-12-15,2022,12,36.86
2022-12-16,2022,12,43.16
2022-12-17,2022,12,41.0
2022-12-18,2022,12,37.58
2022-12-19,2022,12,35.06
2022-12-20,2022,12,35.42
2022-12-21,2022,12,33.8
2022-12-22,2022,12,38.84
2022-12-23,2022,12,45.5
2022-12-24,2022,12,10.940000000000001
2022-12-25,2022,12,19.58
2022-12-26,2022,12,23.54
2022-12-27,2022,12,30.74
2022-12-28,2022,12,38.12
2022-12-29,2022,12,43.52
2022-12-30,2022,12,48.74
2022-12-31,2022,12,46.76
